Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oklahoma,Total - All Places of Death,356,3566,379,156,,579,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oklahoma,"Healthcare setting, inpatient",241,1085,297,126,,412,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oklahoma,"Healthcare setting, outpatient or emergency room",15,255,10,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oklahoma,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oklahoma,Decedent's home,30,1345,33,,0,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oklahoma,Hospice facility,,101,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oklahoma,Nursing home/long term care facility,65,573,28,14,0,79,
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oklahoma,Other,,206,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,09/01/2020,09/30/2020,By Month,2020,9,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oklahoma,Total - All Places of Death,605,4185,447,228,,827,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oklahoma,"Healthcare setting, inpatient",388,1282,345,202,,534,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oklahoma,"Healthcare setting, outpatient or emergency room",27,326,,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oklahoma,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oklahoma,Decedent's home,43,1501,32,,0,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oklahoma,Hospice facility,,115,,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oklahoma,Nursing home/long term care facility,131,717,47,15,0,163,
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oklahoma,Other,11,242,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,10/01/2020,10/31/2020,By Month,2020,10,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oklahoma,Total - All Places of Death,1251,4785,742,462,,1532,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oklahoma,"Healthcare setting, inpatient",745,1632,577,383,,939,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oklahoma,"Healthcare setting, outpatient or emergency room",77,358,26,13,,91,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oklahoma,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oklahoma,Decedent's home,96,1530,63,20,0,139,
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oklahoma,Hospice facility,21,119,13,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oklahoma,Nursing home/long term care facility,294,882,54,34,0,314,
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oklahoma,Other,17,262,,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,11/01/2020,11/30/2020,By Month,2020,11,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oklahoma,Total - All Places of Death,2019,5662,1025,774,,2270,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oklahoma,"Healthcare setting, inpatient",1264,2166,779,624,,1419,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oklahoma,"Healthcare setting, outpatient or emergency room",96,434,40,16,0,120,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oklahoma,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oklahoma,Decedent's home,151,1643,56,23,0,184,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oklahoma,Hospice facility,36,131,17,13,0,40,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oklahoma,Nursing home/long term care facility,442,1008,118,90,0,470,
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oklahoma,Other,29,279,14,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,12/01/2020,12/31/2020,By Month,2020,12,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oklahoma,Total - All Places of Death,1948,5530,1096,858,,2190,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oklahoma,"Healthcare setting, inpatient",1275,2176,864,713,,1430,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oklahoma,"Healthcare setting, outpatient or emergency room",83,367,36,18,0,101,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oklahoma,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oklahoma,Decedent's home,178,1704,72,35,0,215,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oklahoma,Hospice facility,35,126,23,17,0,41,
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oklahoma,Nursing home/long term care facility,349,909,91,68,,372,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oklahoma,Other,27,245,,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2021,01/31/2021,By Month,2021,1,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oklahoma,Total - All Places of Death,792,3935,583,377,,999,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oklahoma,"Healthcare setting, inpatient",558,1450,467,321,0,704,
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oklahoma,"Healthcare setting, outpatient or emergency room",36,292,16,10,0,42,
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oklahoma,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oklahoma,Decedent's home,74,1342,42,13,,104,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oklahoma,Hospice facility,13,100,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oklahoma,Nursing home/long term care facility,98,548,45,26,0,117,
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oklahoma,Other,13,203,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2021,02/28/2021,By Month,2021,2,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oklahoma,Total - All Places of Death,302,3633,375,140,,539,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oklahoma,"Healthcare setting, inpatient",218,1164,284,115,,389,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oklahoma,"Healthcare setting, outpatient or emergency room",11,276,10,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oklahoma,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oklahoma,Decedent's home,32,1377,33,,0,57,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oklahoma,Hospice facility,,115,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oklahoma,Nursing home/long term care facility,32,473,36,12,0,56,
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oklahoma,Other,,227,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2021,03/31/2021,By Month,2021,3,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oklahoma,Total - All Places of Death,157,3244,278,79,,357,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oklahoma,"Healthcare setting, inpatient",97,953,206,63,,240,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oklahoma,"Healthcare setting, outpatient or emergency room",,232,13,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oklahoma,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oklahoma,Decedent's home,24,1269,32,10,0,46,
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oklahoma,Hospice facility,,104,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oklahoma,Nursing home/long term care facility,18,469,20,,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oklahoma,Other,,215,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2021,04/30/2021,By Month,2021,4,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oklahoma,Total - All Places of Death,111,3107,236,46,,302,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oklahoma,"Healthcare setting, inpatient",72,875,172,36,,209,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oklahoma,"Healthcare setting, outpatient or emergency room",,207,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oklahoma,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oklahoma,Decedent's home,15,1223,35,,0,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oklahoma,Hospice facility,,118,,0,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oklahoma,Nursing home/long term care facility,15,483,13,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oklahoma,Other,0,200,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2021,05/31/2021,By Month,2021,5,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oklahoma,Total - All Places of Death,28,970,78,17,,90,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oklahoma,"Healthcare setting, inpatient",22,277,61,15,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oklahoma,"Healthcare setting, outpatient or emergency room",0,58,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oklahoma,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oklahoma,Decedent's home,,393,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oklahoma,Hospice facility,0,29,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oklahoma,Nursing home/long term care facility,,163,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oklahoma,Other,,50,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2021,06/19/2021,By Month,2021,6,Oklahoma,Place of death unknown,0,0,0,0,0,0,
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Oregon,Total - All Places of Death,0,3304,175,0,30,205,
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Oregon,"Healthcare setting, inpatient",0,828,97,0,22,119,
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Oregon,"Healthcare setting, outpatient or emergency room",0,123,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Oregon,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Oregon,Decedent's home,0,1365,37,0,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Oregon,Hospice facility,0,89,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Oregon,Nursing home/long term care facility,0,629,29,0,,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Oregon,Other,0,269,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,01/01/2020,01/31/2020,By Month,2020,1,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Oregon,Total - All Places of Death,0,3075,149,0,19,168,
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Oregon,"Healthcare setting, inpatient",0,764,99,0,13,112,
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Oregon,"Healthcare setting, outpatient or emergency room",0,125,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Oregon,"Healthcare setting, dead on arrival",0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Oregon,Decedent's home,0,1250,16,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Oregon,Hospice facility,0,84,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Oregon,Nursing home/long term care facility,0,600,26,0,,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Oregon,Other,0,250,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,02/01/2020,02/29/2020,By Month,2020,2,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Oregon,Total - All Places of Death,27,3393,195,15,34,241,
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Oregon,"Healthcare setting, inpatient",17,805,134,11,21,161,
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Oregon,"Healthcare setting, outpatient or emergency room",,162,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Oregon,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Oregon,Decedent's home,,1403,26,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Oregon,Hospice facility,0,79,0,0,0,0,
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Oregon,Nursing home/long term care facility,,639,19,,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Oregon,Other,0,304,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,03/01/2020,03/31/2020,By Month,2020,3,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Oregon,Total - All Places of Death,105,3271,197,36,,269,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Oregon,"Healthcare setting, inpatient",56,662,109,22,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Oregon,"Healthcare setting, outpatient or emergency room",,127,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Oregon,Decedent's home,10,1462,33,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Oregon,Hospice facility,0,84,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Oregon,Nursing home/long term care facility,34,657,40,10,,65,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Oregon,Other,,279,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,04/01/2020,04/30/2020,By Month,2020,4,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Oregon,Total - All Places of Death,59,3210,126,19,,167,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Oregon,"Healthcare setting, inpatient",34,622,71,14,0,91,
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Oregon,"Healthcare setting, outpatient or emergency room",,133,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Oregon,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Oregon,Decedent's home,,1491,25,0,0,28,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Oregon,Hospice facility,0,62,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Oregon,Nursing home/long term care facility,16,571,22,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Oregon,Other,,328,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,05/01/2020,05/31/2020,By Month,2020,5,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Oregon,Total - All Places of Death,60,3078,130,16,,176,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Oregon,"Healthcare setting, inpatient",25,648,69,,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Oregon,"Healthcare setting, outpatient or emergency room",0,140,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Oregon,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Oregon,Decedent's home,,1347,21,0,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Oregon,Hospice facility,0,70,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Oregon,Nursing home/long term care facility,30,581,29,,0,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Oregon,Other,,290,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,06/01/2020,06/30/2020,By Month,2020,6,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Oregon,Total - All Places of Death,102,3234,140,29,0,213,
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Oregon,"Healthcare setting, inpatient",44,718,83,19,0,108,
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Oregon,"Healthcare setting, outpatient or emergency room",,122,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Oregon,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Oregon,Decedent's home,15,1423,19,,0,32,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Oregon,Hospice facility,0,63,0,0,0,0,
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Oregon,Nursing home/long term care facility,35,560,26,,0,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Oregon,Other,,346,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,07/01/2020,07/31/2020,By Month,2020,7,Oregon,Place of death unknown,0,0,0,0,0,0,
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Oregon,Total - All Places of Death,129,3369,135,49,0,215,
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Oregon,"Healthcare setting, inpatient",69,754,92,36,0,125,
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Oregon,"Healthcare setting, outpatient or emergency room",,119,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Oregon,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Oregon,Decedent's home,12,1526,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Oregon,Hospice facility,0,75,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Oregon,Nursing home/long term care facility,42,571,19,,0,54,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/23/2021,08/01/2020,08/31/2020,By Month,2020,8,Oregon,Other,,324,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
